"ISLES","ISLE"
"ISLANDS","ISS"
"ISLNDS","ISS"
"ISS","ISS"
"JCTION","JCT"
"JCT","JCT"
"JCTN","JCT"
"JCTNS","JCT"
"JCTS","JCT"
"JUNCTION","JCT"
"JUNCTIONS","JCT"
"JUNCTN","JCT"
"JUNCTON","JCT"
"KNL","KNLS"
"KNLS","KNLS"
"KNOL","KNLS"
"KNOLL","KNLS"
"KNOLLS","KNLS"
"KEY","KY"
"KEYS","KY"
"KY","KY"
"KYS","KY"
"LCK","LCKS"
"LCKS","LCKS"
"LOCK","LCKS"
"LOCKS","LCKS"
"LDGE","LDG"
"LDG","LDG"
"LODGE","LDG"
"LODG","LDG"
"LF","LF"
"LOAF","LF"
"LGT","LGT"
"LIGHT","LGT"
"LIGHTS","LGT"
"LAKE","LK"
"LK","LK"
"LAKES","LKS"
"LKS","LKS"
"LANE","LN"
"LANES","LN"
"LN","LN"
"LANDING","LNDG"
"LNDG","LNDG"
"LNDNG","LNDG"
"LOOP","LOOP"
"LOOPS","LOOP"
"MALL","MALL"
"MDW","MDWS"
"MDWS","MDWS"
"MEADOW","MDWS"
"MEADOWS","MDWS"
"MEDOWS","MDWS"
"MILL","ML"
"ML","ML"
"MILLS","MLS"
"MLS","MLS"
"MANOR","MNR"
"MANORS","MNR"
"MNR","MNR"
"MNRS","MNR"
"MISSION","MSN"
"MISSN","MSN"
"MSN","MSN"
"MSSN","MSN"
"MNT","MT"
"MOUNT","MT"
"MT","MT"
"MNTAIN","MTN"
"MNTN","MTN"
"MNTNS","MTN"
"MOUNTAIN","MTN"
"MOUNTAINS","MTN"
"MOUNTIN","MTN"
"MTIN","MTN"
"MTN","MTN"
"NCK","NCK"
"NECK","NCK"
"ORCHARD","ORCH"
"ORCH","ORCH"
"ORCHRD","ORCH"
"OVAL","OVAL"
"OVL","OVAL"
"PARK","PARK"
"PARKS","PARK"
"PK","PARK"
"PRK","PARK"
"BY","PASS"
"PASS","PASS"
"PATH","PATH"
"PATHS","PATH"
"PIKE","PIKE"
"PIKES","PIKE"
"PARKWAY","PKY"
"PARKWAYS","PKY"
"PARKWY","PKY"
"PKWAY","PKY"
"PKWY","PKY"
"PKWYS","PKY"
"PKY","PKY"
"PLACE","PL"
"PL","PL"
"PLAIN","PLN"
"PLN","PLN"
"PLAINES","PLNS"
"PLAINS","PLNS"
"PLNS","PLNS"
"PLAZA","PLZ"
"PLZA","PLZ"
"PLZ","PLZ"
"PINE","PNES"
"PINES","PNES"
"PNES","PNES"
"PRAIRIE","PR"
"PRARIE","PR"
"PR","PR"
"PRR","PR"
"PORT","PRT"
"PORTS","PRT"
"PRT","PRT"
"PRTS","PRT"
"POINT","PT"
"POINTS","PT"
"PT","PT"
"PTS","PT"
"RADIAL","RADL"
"RADIEL","RADL"
"RADL","RADL"
"RAD","RADL"
"RD","RD"
"RDS","RD"
"ROAD","RD"
"ROADS","RD"
"RDGE","RDG"
"RDG","RDG"
"RDGS","RDG"
"RIDGE","RDG"
"RIDGES","RDG"
"RIVER","RIV"
"RIV","RIV"
"RIVR","RIV"
"RVR","RIV"
"RANCHES","RNCH"
"RANCH","RNCH"
"RNCH","RNCH"
"RNCHS","RNCH"
"ROW","ROW"
"RAPID","RPDS"
"RAPIDS","RPDS"
"RPD","RPDS"
"RPDS","RPDS"
"REST","RST"
"RST","RST"
"RUN","RUN"
"SHL","SHL"
"SHOAL","SHL"
"SHLS","SHLS"
"SHOALS","SHLS"
"SHOAR","SHR"
"SHORE","SHR"
"SHR","SHR"
"SHOARS","SHRS"
"SHORES","SHRS"
"SHRS","SHRS"
"SMT","SMT"
"SUMIT","SMT"
"SUMITT","SMT"
"SUMMIT","SMT"
"SPG","SPG"
"SPNG","SPG"
"SPRING","SPG"
"SPRNG","SPG"
"SPGS","SPGS"
"SPNGS","SPGS"
"SPRINGS","SPGS"
"SPRNGS","SPGS"
"SPUR","SPUR"
"SPURS","SPUR"
"SQRE","SQ"
"SQR","SQ"
"SQ","SQ"
"SQUARE","SQ"
"SQUARES","SQ"
"SQU","SQ"
"STREETS","ST"
"STREET","ST"
"STR","ST"
"STRT","ST"
"ST","ST"
"STA","STA"
"STATION","STA"
"STATN","STA"
"STN","STA"
"STRA","STRA"
"STRAVEN","STRA"
"STRAVENUE","STRA"
"STRAVE","STRA"
"STRAVN","STRA"
"STRAV","STRA"
"STRVN","STRA"
"STRVNUE","STRA"
"STREAM","STRM"
"STREME","STRM"
"STRM","STRM"
"TERRACE","TER"
"TERR","TER"
"TER","TER"
"TPKE","TPKE"
"TPK","TPKE"
"TRNPK","TPKE"
"TURNPIKE","TPKE"
"TURNPK","TPKE"
"TRACKS","TRAK"
"TRACK","TRAK"
"TRAK","TRAK"
"TRKS","TRAK"
"TRK","TRAK"
"TRACES","TRCE"
"TRACE","TRCE"
"TRCE","TRCE"
"TRAFFICWAY","TRFY"
"TRFY","TRFY"
"TRAILS","TRL"
"TRAIL","TRL"
"TRLS","TRL"
"TRL","TRL"
"TR","TRL"
"TT","TRL"
"TL","TRL"
"TUNEL","TUNL"
"TUNLS","TUNL"
"TUNL","TUNL"
"TUNNELS","TUNL"
"TUNNEL","TUNL"
"TUNNL","TUNL"
"UNIONS","UN"
"UNION","UN"
"UN","UN"
"VDCT","VIA"
"VIADCT","VIA"
"VIADUCT","VIA"
"VIA","VIA"
"VISTA","VIS"
"VIST","VIS"
"VIS","VIS"
"VSTA","VIS"
"VST","VIS"
"VILLE","VL"
"VL","VL"
"VILLAGES","VLG"
"VILLAGE","VLG"
"VILLAG","VLG"
"VILLG","VLG"
"VILLIAGE","VLG"
"VILL","VLG"
"VLGS","VLG"
"VLG","VLG"
"VALLEYS","VLY"
"VALLEY","VLY"
"VALLY","VLY"
"VLLY","VLY"
"VLYS","VLY"
"VLY","VLY"
"VIEWS","VW"
"VIEW","VW"
"VWS","VW"
"VW","VW"
"WALKS","WALK"
"WALK","WALK"
"WAYS","WAY"
"WAY","WAY"
"WY","WAY"
"WELLS","WLS"
"WELL","WLS"
"WLS","WLS"
"CROSSING","XING"
"CRSSING","XING"
"CRSSNG","XING"
"XING","XING"
